round_epochs,loss,MSE,val_loss,val_MSE,batch_size,dropout,epochs,layer1_size,layer2_size,optimizer
300,0.019991928711533546,0.000881639018189162,0.010541978292167187,0.00025850458769127727,128,0.1,300,128,64,adam
300,0.22388096153736115,0.09223292768001556,0.14332036674022675,0.048252977430820465,128,0.1,300,128,128,AdaDelta
300,0.017176983878016472,0.0006451928638853133,0.010352447628974915,0.00022440959583036602,128,0.1,300,128,128,adam
300,0.2270185947418213,0.09296900033950806,0.14703455567359924,0.04888499155640602,128,0.1,300,256,16,AdaDelta
300,0.01646118238568306,0.0006798716494813561,0.009768572635948658,0.00022055828594602644,128,0.1,300,256,16,adam
300,0.22420838475227356,0.09159434586763382,0.14414942264556885,0.04805441200733185,128,0.1,300,256,32,AdaDelta
300,0.014767277054488659,0.0005386136472225189,0.009674188680946827,0.00021262701193336397,128,0.1,300,256,32,adam
300,0.22780370712280273,0.09508879482746124,0.14602182805538177,0.0496760793030262,128,0.1,300,256,64,AdaDelta
300,0.015313739888370037,0.0006389269838109612,0.010410095565021038,0.00023616878024768084,128,0.1,300,256,64,adam
300,0.2262430489063263,0.09335026144981384,0.14550845324993134,0.049015846103429794,128,0.1,300,256,128,AdaDelta
300,0.014688482508063316,0.0005549020715989172,0.010814824141561985,0.00023039216466713697,128,0.1,300,256,128,adam
200,0.23382899165153503,0.09903595596551895,0.15091988444328308,0.0517495721578598,128,0.15,200,32,16,AdaDelta
200,0.028071071952581406,0.001794765004888177,0.016623346135020256,0.0006768729072064161,128,0.15,200,32,16,adam
200,0.22426259517669678,0.0897815078496933,0.14671219885349274,0.0474008284509182,128,0.15,200,32,32,AdaDelta
200,0.026030197739601135,0.0013706579338759184,0.014700690284371376,0.000398793927161023,128,0.15,200,32,32,adam
200,0.22907023131847382,0.09549804031848907,0.147568017244339,0.04993252456188202,128,0.15,200,32,64,AdaDelta
200,0.024480748921632767,0.0013883253559470177,0.012833590619266033,0.00036099282442592084,128,0.15,200,32,64,adam
200,0.224635511636734,0.0922030434012413,0.14436809718608856,0.04832148924469948,128,0.15,200,32,128,AdaDelta
200,0.025546390563249588,0.00131891923956573,0.014043835923075676,0.0005313273868523538,128,0.15,200,32,128,adam
200,0.22500626742839813,0.09216459095478058,0.14503826200962067,0.0484142005443573,128,0.15,200,64,16,AdaDelta
200,0.02730577066540718,0.0015633960720151663,0.012875071726739407,0.00036445894511416554,128,0.15,200,64,16,adam
200,0.2252196967601776,0.09228625893592834,0.14481595158576965,0.0482754223048687,128,0.15,200,64,32,AdaDelta
200,0.020601164549589157,0.0009060095180757344,0.011280105449259281,0.00023160777345765382,128,0.15,200,64,32,adam
200,0.228437140583992,0.09424550831317902,0.14772075414657593,0.049436286091804504,128,0.15,200,64,64,AdaDelta
200,0.02248499169945717,0.001133905490860343,0.010570643469691277,0.0002104264567606151,128,0.15,200,64,64,adam
200,0.22699542343616486,0.0937095433473587,0.1465916931629181,0.04924774914979935,128,0.15,200,64,128,AdaDelta
200,0.022904908284544945,0.0010702701983973384,0.010988996364176273,0.000244619237491861,128,0.15,200,64,128,adam
200,0.22168946266174316,0.09079395234584808,0.14138515293598175,0.04745114594697952,128,0.15,200,128,16,AdaDelta
200,0.021376073360443115,0.0011455122148618102,0.010308049619197845,0.00021303178800735623,128,0.15,200,128,16,adam
200,0.23010966181755066,0.09543806314468384,0.14919279515743256,0.050320886075496674,128,0.15,200,128,32,AdaDelta
200,0.022647444158792496,0.0011508713942021132,0.010946154594421387,0.00019683956634253263,128,0.15,200,128,32,adam
200,0.2258906066417694,0.09245004504919052,0.14577044546604156,0.04848017543554306,128,0.15,200,128,64,AdaDelta
200,0.022895285859704018,0.0012638682965189219,0.010345223359763622,0.000243707763729617,128,0.15,200,128,64,adam
200,0.2274157553911209,0.09259752929210663,0.14851456880569458,0.0488930381834507,128,0.15,200,128,128,AdaDelta
200,0.019860386848449707,0.0009455989929847419,0.009631026536226273,0.00018256432667840272,128,0.15,200,128,128,adam
200,0.23125579953193665,0.09702511131763458,0.14910106360912323,0.050870634615421295,128,0.15,200,256,16,AdaDelta
200,0.019829073920845985,0.0008223538170568645,0.010037652216851711,0.00023171119391918182,128,0.15,200,256,16,adam
200,0.2240588665008545,0.09143935143947601,0.14403556287288666,0.047809094190597534,128,0.15,200,256,32,AdaDelta
200,0.02005540393292904,0.0008495429647155106,0.009456571191549301,0.00021490786457434297,128,0.15,200,256,32,adam
200,0.22732551395893097,0.09481041133403778,0.14544934034347534,0.04958944022655487,128,0.15,200,256,64,AdaDelta
200,0.020008739084005356,0.0008685745997354388,0.010156404227018356,0.00023085271823219955,128,0.15,200,256,64,adam
200,0.22194170951843262,0.09014859795570374,0.1424274891614914,0.04712778329849243,128,0.15,200,256,128,AdaDelta
200,0.01789189875125885,0.0006811873172409832,0.009882133454084396,0.0002478657406754792,128,0.15,200,256,128,adam
300,0.2443484514951706,0.10401511192321777,0.1619410216808319,0.055881522595882416,128,0.15,300,32,16,AdaDelta
300,0.026027623564004898,0.0015854674857109785,0.011589822359383106,0.00022827429347671568,128,0.15,300,32,16,adam
300,0.22306609153747559,0.0903555154800415,0.14435656368732452,0.04744753614068031,128,0.15,300,32,32,AdaDelta
300,0.023955805227160454,0.0013535656034946442,0.011329342611134052,0.0002541653229855001,128,0.15,300,32,32,adam
300,0.22414429485797882,0.09232832491397858,0.1433984637260437,0.04831308126449585,128,0.15,300,32,64,AdaDelta
300,0.023024767637252808,0.001276509603485465,0.010436867363750935,0.00021779096277896315,128,0.15,300,32,64,adam
300,0.22406010329723358,0.09191756695508957,0.14374634623527527,0.04822443798184395,128,0.15,300,32,128,AdaDelta
300,0.022886691614985466,0.0013704935554414988,0.012251047417521477,0.00031797427800484,128,0.15,300,32,128,adam
300,0.2254219949245453,0.09267260134220123,0.14469388127326965,0.04863510653376579,128,0.15,300,64,16,AdaDelta
300,0.020859215408563614,0.0008761208737269044,0.011195730417966843,0.00022407079814001918,128,0.15,300,64,16,adam
300,0.22797277569770813,0.09448736160993576,0.14679820835590363,0.0497296079993248,128,0.15,300,64,32,AdaDelta
300,0.019995544105768204,0.0008399274083785713,0.010365943424403667,0.00017770247359294444,128,0.15,300,64,32,adam
300,0.22328706085681915,0.09159959852695465,0.14291737973690033,0.04793810471892357,128,0.15,300,64,64,AdaDelta
300,0.01980474963784218,0.0007580158999189734,0.009664291515946388,0.00019544670067261904,128,0.15,300,64,64,adam
300,0.22103962302207947,0.09032007306814194,0.1408821940422058,0.0471886582672596,128,0.15,300,64,128,AdaDelta
300,0.020892634987831116,0.0010971238370984793,0.010093968361616135,0.0002344970707781613,128,0.15,300,64,128,adam
300,0.22165174782276154,0.08917506039142609,0.1432058960199356,0.04683462902903557,128,0.15,300,128,16,AdaDelta
300,0.020958950743079185,0.0010164091363549232,0.009664778597652912,0.00018457023543305695,128,0.15,300,128,16,adam
300,0.2233392894268036,0.09063863009214401,0.14401613175868988,0.047444652765989304,128,0.15,300,128,32,AdaDelta
300,0.01842380315065384,0.0007422625785693526,0.009170944802463055,0.00018176320008933544,128,0.15,300,128,32,adam
300,0.22449111938476562,0.09232014417648315,0.1439579427242279,0.04833023250102997,128,0.15,300,128,64,AdaDelta
300,0.020626794546842575,0.0010405642678961158,0.011239363811910152,0.00021827775344718248,128,0.15,300,128,64,adam
300,0.22076134383678436,0.09013863652944565,0.14078940451145172,0.047012701630592346,128,0.15,300,128,128,AdaDelta
300,0.018846264109015465,0.0008101398125290871,0.010139628313481808,0.00021509996440727264,128,0.15,300,128,128,adam
300,0.22402985394001007,0.09201432764530182,0.14348319172859192,0.04819229617714882,128,0.15,300,256,16,AdaDelta
300,0.017307283356785774,0.0007282433216460049,0.009521393105387688,0.00017511863552499563,128,0.15,300,256,16,adam
300,0.22711698710918427,0.09375853836536407,0.14627817273139954,0.04920850694179535,128,0.15,300,256,32,AdaDelta
300,0.016539163887500763,0.0006678264471702278,0.011134417727589607,0.0002117791009368375,128,0.15,300,256,32,adam
300,0.22952595353126526,0.09507536888122559,0.14849597215652466,0.05003116652369499,128,0.15,300,256,64,AdaDelta
300,0.01768280193209648,0.0007247484172694385,0.010202803649008274,0.00018532601825427264,128,0.15,300,256,64,adam
300,0.22072410583496094,0.08986002951860428,0.14093978703022003,0.04689633846282959,128,0.15,300,256,128,AdaDelta
300,0.016842324286699295,0.0006538390298373997,0.010381425730884075,0.00023861113004386425,128,0.15,300,256,128,adam
